id,fragment,book,chapter,first_verse,suffix,tags,entire,active,user_id,score,last_reviewed
257,confess with your mouth,Romans,10,9,-10,"[""Redemption"",""Confession""]","If you confess with your mouth that Jesus is Lord and believe in your heart that God raised Him from the dead, you will be saved.  For with the heart one believes and is justified and with the mouth one confesses and is saved.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,65,2024-03-04 13:05:26.95
500,hold on to your faith,Hebrews,10,23,"","[""Endure"",""Faith""]","Let us hold fast the confession of our hope without wavering, for He who promised is faithful.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,19,2024-03-18 21:23:18.116
289,strength to comprehend,Ephesians,3,16,-19,"[""""]","That He would grant you, according to the riches of His glory, to be strenghened with might through His Spirit in your inner man, that Christ may dwell in your hearts through faith; that you, being rooted and grounded in love would be able to comprehend with all the saints what is the height and width and length and depth and to know the love of Christ which passes knowledge that you may be filled with all the fullness of God.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,63,2024-01-31 22:29:24.557
329,house on the rock,Matthew,7,24,-25,[],Everyone who hears these words of mine and does them will be like a wise man who built his house on the rock.  And the rains fell and the floods came and the winds blew and beat on that house but it did not fall because it had been founded on the rock.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,67,2024-03-15 10:55:12.551
383,strengthened his hand,1 Samuel,23,16,"","[""Brotherhood"",""Encouragement""]","Then Jonathan, Saul’s son, arose and went to David in the woods and strengthened his hand in God.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,17,2024-03-08 11:40:35.048
580,inheritance incorruptible,1 Peter,1,4,"","[""Inheritance "",""Prize""]","to an inheritance incorruptible and undefiled and that does not fade away, reserved in heaven for you,",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,8,2024-03-04 23:44:42.588
405,more than a conquerer ,Romans,8,37,"","[""Competition "",""Victory ""]",Yet in all these things we are more than conquerors through Him who loved us.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,33,2024-03-17 02:42:05.433
780,I remember the multitude,Psalm,42,4,"",[],"When I remember these things,
I pour out my soul within me.
For I used to go with the multitude;
I went with them to the house of God,
With the voice of joy and praise,
With a multitude that kept a pilgrim feast.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-07 22:00:07.607
779,world is not worthy,Hebrews,11,38,"",[],"of whom the world was not worthy. They wandered in deserts and mountains, in dens and caves of the earth.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,14,2024-03-12 12:57:59.289
784,God is light,John,1,5,"",[],"This is the message which we have heard from Him and declare to you, that God is light and in Him is no darkness at all.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-18 21:08:22.208
788,no one cares,Psalm,142,4,"",[],"Look on my right hand and see, For there is no one who acknowledges me; Refuge has failed me; No one cares for my soul.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,10,2024-03-20 22:17:19.08
487,don't hide from brother ,Isaiah,58,7,"","[""Brotherhood"",""Works""]","Is it not to share your bread with the hungry,
And that you bring to your house the poor who are cast out;
When you see the naked, that you cover him,
And not hide yourself from your own flesh?",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,4,2024-03-10 21:32:20.431
445,fruits of the spirit ,Galatians,5,22,-23,[],"But the fruit of the Spirit is love, joy, peace, patience, kindness, goodness, faithfulness, gentleness, self-control. Against such there is no law.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,26,2024-02-20 13:22:02.808
338,God-breathed,2 Timothy,3,16,-17,"[""God's Word""]","All scripture is God-breathed and profitable for teaching, for reproof, for correction, and for training in righteousness, that the man of God may be complete, equipped for every good work.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,60,2024-03-18 11:32:18.229
345,that they may be one,John,17,21,"","[""Brotherhood"",""Faith"",""One Body""]","That they may all be one, just as you, Father, are in me and I in you, that they also may be in us so that the world may believe that you have sent me.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,75,2024-02-25 12:47:17.236
787,brother's keeper,Genesis,4,9,"",[],"Then the Lord said to Cain, “Where is Abel your brother?”

He said, “I do not know. Am I my brother’s keeper?”",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-04 02:59:45.378
427,never lose heart,Luke,18,1,"","[""Desires"",""Endure""]","Then He spoke a parable to them, that men always ought to pray and not lose heart,",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,35,2024-03-18 21:20:13.65
504,lean into the abrasive man,Luke,6,35,"",[],"But love your enemies, do good, and lend, hoping for nothing in return; and your reward will be great, and you will be sons of the Most High. For He is kind to the unthankful and evil.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,13,2024-03-07 22:16:09.097
786,go and sin no more,John,8,11,"",[],"She said, “No one, Lord.” And Jesus said to her, “Neither do I condemn you; go and sin no more.”",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,1,2024-03-20 17:02:41.857
493,His friend ,John,15,14,-15,[],"You are My friends if you do whatever I command you.  No longer do I call you servants, for a servant does not know what his master is doing; but I have called you friends, for all things that I heard from My Father I have made known to you.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,27,2024-03-08 00:44:05.001
294,forget the shame,Isaiah,54,4,"","[""""]","Do not fear, for you will not be ashamed; neither be disgraced for you will not be put to shame.  For you will forget the shame of your youth and will remember the reproach of your past no longer.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-02-22 02:09:59.776
325,slave to the lender,Proverbs,22,7,"","[""""]",The rich rules over the poor and the borrower is slave to the lender.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,67,2024-03-03 13:36:00.332
527,living rock,1 Peter,2,4,"","[""My Rock""]","Coming to Him as to a living stone, rejected indeed by men, but chosen by God and precious,",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,21,2024-03-07 12:32:52.007
291,let peace rule,Colossians,3,15,"","[""Wisdom""]",Let the peace of God rule in your heart,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,63,2024-03-08 23:04:48.964
439,tread upon lion / cobra,Psalm,91,13,"",[],"You shall tread upon the lion and the cobra, The young lion and the serpent you shall trample underfoot. ",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,25,2024-03-20 12:41:16.494
498,push back the darkness,Ephesians,6,12,"",[],"For we do not wrestle against flesh and blood, but against principalities, against powers, against the rulers of the darkness of this age, against spiritual hosts of wickedness in the heavenly places.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,22,2024-03-10 00:08:31.82
312,hold my hand,Isaiah,41,13,"","[""Building Me"",""My Rock"",""Protected""]","For I, the Lord your God will hold your right hand, saying to you, ""Fear not, I will help you.""",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,66,2024-02-07 03:25:14.582
279,no weapon,Isaiah,54,17,"","[""""]","No weapon formed against you shall prosper and every tongue against you in judgement you shall condemn.  This is the heritage of the servants of the Lord, and their righteousness is from me.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-02-03 00:30:00.635
530,my body is a member of Jesus,1 Corinthians,6,15,"",[],Do you not know that your bodies are members of Christ? Shall I then take the members of Christ and make them members of a harlot? Certainly not!,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,17,2024-03-04 17:32:06.924
485,they rejoiced at being found worthy ,Acts,5,41,"",[],"So they departed from the presence of the council, rejoicing that they were counted worthy to suffer shame for His name.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,27,2024-03-06 12:17:06.129
344,speak to the mountain,Mark,11,22,-24,"[""""]","Have faith in God!  For assuredly I say to you, whoever says to this mountain, ""Be removed and cast into the sea"" and does not doubt in his heart but believes that those things he says will be done, he will have whatever he says.  Therefore I say to you, whatever things you ask when you pray, believe that you receive them and you will have them.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,63,2024-01-31 22:31:09.722
785,she judged Him faithful who promised,Hebrews,11,11,"",[],"By faith Sarah herself also received strength to conceive seed, and she bore a child when she was past the age, because she judged Him faithful who had promised",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,5,2024-03-10 22:49:21.534
428,Meant for good / NT,Romans,8,28,"","[""Building Me""]","And we know that all things work together for good to those who love God, to those who are the called according to His purpose.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,22,2024-03-05 02:22:25.688
262,as one man,Judges,6,16,"","[""Brotherhood"",""Fighting"",""One Body""]",Surely I will be with you and you shall defeat your enemy as one man.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,60,2024-03-11 02:27:38.455
789,love will grow cold,Matthew,24,12,"",[]," And because lawlessness will abound, the love of many will grow cold. ",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,5,2024-03-18 21:12:56.223
260,strong and courageous,Joshua,1,9,"","[""Courage "",""Fighting"",""Presence""]","Have I not commanded you?  Be strong and courageous!  Do not be afraid, nor be dismayed, for the Lord your God is with you wherever you go!",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,70,2024-03-04 01:01:49.713
502,don't stop meeting,Hebrews,10,25,"",[],"not forsaking the assembling of ourselves together, as is the manner of some, but exhorting one another, and so much the more as you see the Day approaching.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,3,2024-03-20 12:40:22.56
585,those who wait on the Lord shall renew their strength,Isaiah,40,31,"",[],"But those who wait on the Lord
Shall renew their strength;
They shall mount up with wings like eagles,
They shall run and not be weary,
They shall walk and not faint.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
409,your word burned within me,Jeremiah,20,9,"",[],"Then I said, “I will not make mention of Him,
Nor speak anymore in His name.”
But His word was in my heart like a burning fire
Shut up in my bones;
I was weary of holding it back,
And I could not.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,13,2024-03-15 22:18:34.555
442,life forevermore ,Psalm,133,3,"",[],"It is like the dew of Hermon,
Descending upon the mountains of Zion;
For there the LORD commanded the blessing—
Life forevermore.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,29,2024-03-03 13:35:48.794
245,why are you downcast,Psalm,42,5,"","[""Emotions""]","Why are you downcast, O my soul?  And why are you disquieted within me?  Hope in God for I shall again praise for His [face-to-face] help.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,49,2024-02-20 18:35:34.72
520,he is my sun ,Revelation,21,23,"","[""Thirst""]","The city had no need of the sun or of the moon to shine in it, for the glory of God illuminated it. The Lamb is its light.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,8,2024-03-05 02:21:38.522
722,healed the maim,Matthew,15,30,"","[""Healing"",""Works""]","Then great multitudes came to Him, having with them the lame, blind, mute, maimed, and many others; and they laid them down at Jesus’ feet, and He healed them.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,5,2024-03-18 21:25:49.588
513,open the graves,Ezekiel,37,12,"","[""Brotherhood"",""Life"",""Resurrection ""]","Therefore prophesy and say to them, ‘Thus says the Lord GOD: “Behold, O My people, I will open your graves and cause you to come up from your graves, and bring you into the land of Israel.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,1,2024-03-15 22:12:39.744
429,God thirsts for me,Isaiah,63,15,"",[],"Look down from heaven,
And see from Your habitation, holy and glorious.
Where are Your zeal and Your strength,
The yearning of Your heart and Your mercies toward me?
Are they restrained?",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,3,2024-03-20 12:55:37.302
324,children's children,Proverbs,13,22,"","[""""]",A good man leaves an inheritance to his children's children and the wealth of the sinner is stored up for the righteous.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,57,2024-03-07 12:38:07.142
266,father of the fatherless,Psalm,68,5,"","[""Presence""]",A father of the fatherless and defender of widows is God in His Holy habitation.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,66,2024-02-06 23:32:26.592
505,crown of life / Jas,James,1,12,"",[],"Blessed is the man who endures temptation; for when he has been approved, he will receive the crown of life which the Lord has promised to those who love Him.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,3,2024-03-19 21:29:23.521
582,send your word and heal them ,Psalm,107,20,"","[""God's Word"",""Healing""]","He sent His word and healed them,
And delivered them from their destructions.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,8,2024-03-20 12:54:50.998
288,workmanship,Ephesians,2,10,"","[""""]","For we are His workmanship, created in Christ Jesus for good works, which God prepared beforehand that we should walk in them.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,65,2024-03-07 16:52:17.098
348,as he is,1 John,4,17,"","[""""]","As He is, so are we in this world.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,63,2024-02-14 22:32:16.575
790,he who isolates himself ,Proverbs,18,1,"",[],"A man who isolates himself seeks his own desire; 
He rages against all wise judgment.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,4,2024-03-13 11:40:39.031
411,eat my flesh,John,6,54,"",[],"Whoever eats My flesh and drinks My blood has eternal life, and I will raise him up at the last day.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,20,2024-03-03 02:35:00.837
326,greater is he,1 John,4,4,"","[""Endure"",""Fitting In"",""My Rock""]","You are of God, little children, and have overcome them because He who is in you is greater than he who is in the world.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,23,2024-03-06 22:22:06.934
495,water became sweet,Exodus,15,25,"","[""Cleansed""]","So he cried out to the LORD, and the LORD showed him a tree. When he cast it into the waters, the waters were made sweet. There He made a statute and an ordinance for them, and there He tested them,",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,11,2024-03-05 22:37:22.176
333,lonely in families,Psalm,68,6,"","[""Brotherhood"",""Family""]","God sets the lonely in families.  He brings out those who are bound into prosperity, but the rebellious dwell in a parched land.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,60,2024-03-03 00:15:39.922
282,take dominion,Genesis,1,28,"","[""Purpose ""]","Then God blessed them and God said to them ""Be fruitful and multiply.  Fill the earth and subdue it.  Take dominion over the fish of the sea and over the birds of the air and over every living thing that moves in the earth.""",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,65,2024-03-02 21:14:56.684
586,the Lord is my shepherd I shall not want,Psalm,23,1,"",[],"The Lord is my shepherd;
I shall not want.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
791,no delight in understanding ,Proverbs,18,2,"",[],"A fool has no delight in understanding,
But in expressing his own heart.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,9,2024-03-07 21:59:53.302
252,not return void,Isaiah,55,11,"","[""God's Word""]","So shall my Word be that goes forth from my mouth; it shall not return to Me void but shall accomplish what I please, and it shall prosper in the thing for which I send it.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,66,2024-03-03 03:33:10.147
587,lean not on your own understanding,Proverbs,3,5,-6,[],"Trust in the Lord with all your heart,
And lean not on your own understanding;
In all your ways acknowledge Him,
And He shall direct your paths.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
274,lamp to my feet,Psalm,119,105,"","[""God's Word""]",Your Word is a lamp to my feet and a light to my path.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,56,2024-03-19 11:32:43.06
583,discipline = Father's delight / OT,Proverbs,3,12,"",[],"For whom the LORD loves He corrects,
Just as a father the son in whom he delights.  OT",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,16,2024-03-05 22:40:17.83
499,what is done in secret,Ephesians,5,12,"",[],For it is shameful even to speak of those things which are done by them in secret.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,23,2024-03-13 21:50:17.965
256,not good,Genesis,2,18,"","[""Community""]","And the Lord God said, ""It is not good that man should be alone; I will make a helper suitable for him.""",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,55,2024-03-15 12:41:36.591
272,good treasure of his heart,Luke,6,45,"","[""Emotions"",""Confession""]",A good man out of the good treasure of his heart brings forth good; and an evil man out of the evil treasure brings forth evil.  For out of the abundance of the heart the mouth speaks.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,57,2024-03-12 21:36:42.956
716,faith comes by hearing,Romans,10,17,"","[""Faith"",""God's Word""]","So then faith comes by hearing, and hearing by the word of God.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-17 18:43:02.001
415,buy a sword,Luke,22,36,"","[""Fighting"",""Weapons""]","Then He said to them, “But now, he who has a money bag, let him take it, and likewise a knapsack; and he who has no sword, let him sell his garment and buy one.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,29,2024-03-03 03:36:28.224
476,feed my sheep ,John,21,15,"",[],"He said to him the third time, “Simon, son of Jonah, do you love Me?” Peter was grieved because He said to him the third time, “Do you love Me?” And he said to Him, “Lord, You know all things; You know that I love You.” Jesus said to him, “Feed My sheep",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,21,2024-02-25 01:08:04.134
275,enthroned in the praises,Psalm,22,3,"","[""Worship"",""Presence""]","But you are Holy, enthroned in the praises of Israel",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,69,2024-03-08 22:41:10.854
715,Word like hammer,Jeremiah,23,29,"","[""God's Word"",""Training""]","Is not My word like a fire?” says the LORD,
“And like a hammer that breaks the rock in pieces?",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,16,2024-03-12 21:30:15.923
519,one whole man for / one whole God,Deuteronomy,6,4,-5,"[""Precious "",""Whole Man""]","Hear, O Israel: The LORD our God, the LORD is one!
You shall love the LORD your God with all your heart, with all your soul, and with all your strength.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,22,2024-03-18 21:09:45.799
406,leads us in victory ,2 Corinthians,2,14,"",[],"Now thanks be to God who always leads us in triumph in Christ, and through us diffuses the fragrance of His knowledge in every place.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,5,2024-03-07 22:20:04.21
717,word in your heart,Psalm,119,11,"","[""Desires"",""God's Word""]","Your word I have hidden in my heart,
That I might not sin against You.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,12,2024-03-06 15:15:09.65
714,declared for fellowship ,1 John,1,3,"","[""Brotherhood"",""God's Word""]","that which we have seen and heard we declare to you, that you also may have fellowship with us; and truly our fellowship is with the Father and with His Son Jesus Christ.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,2,2024-03-20 12:41:47.168
588,I know the thoughts that I think toward you,Jeremiah,29,11,"",[],"For I know the thoughts that I think toward you, says the Lord, thoughts of peace and not of evil, to give you a future and a hope",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
430,I am salt,Matthew,5,13,"",[],"You are the salt of the earth; but if the salt loses its flavor, how shall it be seasoned? It is then good for nothing but to be thrown out and trampled underfoot by men.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,25,2024-03-17 12:59:34.168
296,not law but grace,Romans,6,14,"","[""""]","For sin has no dominion over you, for you are no longer under law but under grace.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,66,2024-02-17 22:13:52.736
503,unveiled face,2 Corinthians,3,18,"",[],"But we all, with unveiled face, beholding as in a mirror the glory of the Lord, are being transformed into the same image from glory to glory, just as by the Spirit of the Lord.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,13,2024-03-13 21:50:23.968
404,rivers in the desert,Isaiah,43,19,"","[""Thirst""]","Behold, I will do a new thing, Now it shall spring forth; Shall you not know it? I will even make a road in the wilderness And rivers in the desert.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,32,2024-03-12 21:30:02.161
290,lay down our lives,1 John,3,16,"","[""Brotherhood""]",By this we know love - that He lay down His life for us.  And we ought to lay down our lives for the brothers.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,59,2024-02-19 22:26:35
494,banner over me,Song of Solomon,2,4,"",[],"He brought me to the banqueting house,
And his banner over me was love.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,28,2024-03-11 13:22:38.095
720,bruises from a brother,Proverbs,27,6,"","[""Brotherhood"",""Training"",""Trouble""]","Faithful are the wounds of a friend,
But the kisses of an enemy are deceitful.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,13,2024-03-15 10:55:28.154
264,purify our conscience,Hebrews,9,14,"","[""Cleansed"",""Redemption"",""Religion""]","How much more will the blood of Christ, who through the eternal Spirit offered Himself without blemish to God, purify our conscience from dead works to serve the living God",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,66,2024-02-17 23:26:41.147
346,prayer of a righteous man,James,5,16,"","[""""]","Confess your sins to one another, and pray for one another, that you may be healed.  The effective, fervent prayer of a righteous man avails much.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,54,2024-03-11 22:05:40.296
297,joy of the lord,Nehemiah,8,10,"","[""""]","Go your way, eat the fat, drink sweet wine, and send portions to those for whom nothing is prepared, for this day is Holy to our Lord.  Do not sorrow, for the joy of the Lord is your strength.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,66,2024-02-16 23:09:01.973
581,breakthrough victory ,2 Samuel,5,20,"","[""Victory ""]","So David went to Baal Perazim, and David defeated them there; and he said, “The LORD has broken through my enemies before me, like a breakthrough of water.” Therefore he called the name of that place Baal Perazim",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,17,2024-03-20 12:57:36.42
589,You are the light of the world,Matthew,5,14,"",[],You are the light of the world. A city that is set on a hill cannot be hidden.,t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
590,"Come to Me, all you who labor",Matthew,11,28,"",[],"Come to Me, all you who labor and are heavy laden, and I will give you rest.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
412,fountain be blessed,Proverbs,5,18,"","[""Marriage""]","Let your fountain be blessed, And rejoice with the wife of your youth",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,31,2024-03-20 01:46:13.18
420,serve with sincerity ,Colossians,3,22,"",[],"Bondservants, obey in all things your masters according to the flesh, not with eyeservice, as men-pleasers, but in sincerity of heart, fearing God.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,35,2024-02-15 13:52:05.333
591,Go therefore and make disciples of all the nations,Matthew,28,19,20,[],"Go therefore and make disciples of all the nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit, teaching them to observe all things that I have commanded you; and lo, I am with you always, even to the end of the age.” Amen.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
484,peace on every side,1 Kings,5,4,"",[],But now the LORD my God has given me rest on every side; there is neither adversary nor evil occurrence.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,10,2024-03-15 10:59:30.355
271,sword girded at the side,Nehemiah,4,18,"","[""Brotherhood"",""Fighting""]",Every one of the builders had his sword at his side as he built.  And the one who sounded the trumpet was beside me.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,67,2024-02-06 23:06:19.215
592,all things are possible to him who believes,Mark,9,23,"",[]," Jesus said to him, “If you can believe, all things are possible to him who believes.”",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
593,for God so loved the world,John,3,16,"",[],"For God so loved the world that He gave His only begotten Son, that whoever believes in Him should not perish but have everlasting life.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
594,let not your hearts be troubled,John,14,27,"",[],"Peace I leave with you, My peace I give to you; not as the world gives do I give to you. Let not your heart be troubled, neither let it be afraid.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
595,all things work together for good to those who love God,Romans,8,28,"",[],"And we know that all things work together for good to those who love God, to those who are the called according to His purpose.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
596,nothing will be able to separate us from the love of God,Romans,8,39,"",[],"nor height nor depth, nor any other created thing, shall be able to separate us from the love of God which is in Christ Jesus our Lord.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
597,love is patient and kind,1 Corinthians,13,4,-6,[],"Love suffers long and is kind; love does not envy; love does not parade itself, is not puffed up; does not behave rudely, does not seek its own, is not provoked, thinks no evil; does not rejoice in iniquity, but rejoices in the truth;",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
598,Let all that you do be done with love,1 Corinthians,16,14,"",[],Let all that you do be done with love.,t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
599,walk by faith / not by sight,2 Corinthians,5,7,"",[],"For we walk by faith, not by sight.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
600,I have been crucified with Christ,Galatians,2,20,"",[],"I have been crucified with Christ; it is no longer I who live, but Christ lives in me; and the life which I now live in the flesh I live by faith in the Son of God, who loved me and gave Himself for me.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
584,Father wants me happy,Proverbs,3,13,"",[],"Happy is the man who finds wisdom,
And the man who gains understanding;",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,16,2024-03-15 10:59:47.839
601,For by grace you have been saved through faith,Ephesians,2,8,-9,[],"For by grace you have been saved through faith, and that not of yourselves; it is the gift of God, not of works, lest anyone should boast.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
602,I can do all things through Christ who strengthens me,Philippians,4,13,"",[],I can do all things through Christ who strengthens me.,t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
496,jars of clay,2 Corinthians,4,7,"","[""Whole Man""]","But we have this treasure in earthen vessels, that the excellence of the power may be of God and not of us.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,13,2024-03-18 21:14:18.849
603,for God has not given us a spirit of fear,2 Timothy,1,7,"",[],"For God has not given us a spirit of fear, but of power and of love and of a sound mind.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
604,faith is the substance of things hoped for,Hebrews,11,1,"",[],"Now faith is the substance of things hoped for, the evidence of things not seen.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
605,"My brethren, count it all joy when you fall into various trials",James,1,2,-4,[],"My brethren, count it all joy when you fall into various trials, knowing that the testing of your faith produces patience. But let patience have its perfect work, that you may be perfect and complete, lacking nothing.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
299,walk through the fire,Isaiah,43,2,"","[""""]","When you pass through the fire I will be with you, and through the rivers, they shall not overwhelm you.  When you walk through the fire you shall not be burned, nor shall the flame scortch you.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-03-06 22:27:39.306
473,where is my beloved ,Song of Solomon,5,6,"",[],"I opened for my beloved,
But my beloved had turned away and was gone.
My heart leaped up when he spoke.
I sought him, but I could not find him;
I called him, but he gave me no answer.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,8,2024-03-18 21:22:36.848
292,7 ways,Deuteronomy,28,7,"","[""Enemy""]",The Lord will cause your enemies who rise against you to be defeated before your face; they shall come out against you one way and flee before you seven ways.,t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,66,2024-02-21 22:27:13.544
364,curse of the law,Galatians,3,13,"","[""""]","Christ has redeemed us from the curse of the law, having become a curse for us.  For it is written ""Cursed is everyone who hangs on a tree""",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,64,2024-02-21 12:41:59.727
606,"casting all your care upon Him, for He cares for you",1 Peter,5,7,"",[],"casting all your care upon Him, for He cares for you.",t,user_2bJWE1SEFgzZI408rgree4CmH7x,0,
507,thirst for righteousness ,Matthew,5,6,"",[],"Blessed are those who hunger and thirst for righteousness,
For they shall be filled.",t,user_2XmR3B2XF3bZxjpFF4TL7KIPVP3,16,2024-03-11 23:15:21.06
